indic_id,chapter,page,paragraph
AR6_WG1_6_13,6,26,"In situ observations over other parts of the world are scattered. However, the limited in situ observations in Eastern Asia INDICate an increase in atmospheric SO up to around 2005 and then a decline (Aas et al., 2019). This is confirmed by satellite observations (Krotkov et al., 2016), which further reveal a rapid decline in SO since around 2012 or 2013 (Krotkov et al., 2016; Zheng et al., 2018b). In India, on the other hand, SO levels have doubled between 2005 and 2015 (Krotkov et al., 2016)."
AR6_WG1_6_14,6,27,"In summary, surface and satellite observations INDICate strong regional variations in trends of atmospheric SO abundance. The SO concentrations in North America and Europe have declined over 1980–2015 with slightly stronger reductions in North America (70 ± 20%) than in Europe (58 ± 32%) over 2000–2015, though Europe had larger reductions than the US in the prior decade (1990– 2000). In Asia, the SO trends are more scattered, though there is medium confidence that there was a strong increase up to around 2005, followed by a steep decline in China, while over India, the concentrations are increasing steadily."
AR6_WG1_6_15,6,29,"controls since the mid-1980s, and increases over Asia. From about 2000, global mean AOD stabilized in the models, driven by soaring emissions in Southern Asia and declining emissions in Eastern Asia (Section 6.2.1). Trends after around 2010 are difficult to assess from CMIP6 models because the historical simulations end at 2014. Nevertheless, the strong decline in anthropogenic SO emissions over Eastern Asia since 2011 is underestimated in the CMIP6 emissions database (Hoesly et al., 2018), INDICating that the observed AOD change over Eastern Asia may not be captured accurately by CMIP6 models (Wang et al., 2021). While all CMIP6 models simulate the increase of AOD between 1850 and 2014 there is strong inter-model diversity in the simulated AOD change since 1850 ranging from 0.01 (15%) to 0.08 (53%) in 2014. Some models therefore lie outside the 68% confidence interval of 0.02 (15%) to 0.04 (or 30%) for global AOD change in 2005–2015 compared to 1850, estimated by Bellouin et al. (2020) based on observational and model (excluding CMIP6) lines of evidence. In addition to the horizontal distribution of aerosols documented by AOD, their number size distribution, vertical distribution, optical properties, hygroscopicity, ability to act as CCN, chemical composition, mixing state and morphology are key elements to assess their climate effect (Section 6.4)."
AR6_WG1_6_16,6,30,"representative trends (Hammer et al., 2018). However, limited in situ observations in Eastern Asia INDICate an increase in atmospheric sulphate up to around 2005 and then a decline (Aas et al., 2019), which is confirmed by satellite observations of SO (Section 6.3.3.5). In India, on the other hand, satellite observations INDICate a rapid increase in the SO levels (Krotkov et al., 2016), and long-term measurements of sulphate in precipitation in India further provide evidence of an increasing trend from 1980–2010 (Bhaskar and Rao, 2017; Aas et al., 2019). Further improvements in global trend assessments are expected with new integrated reanalysis products from the Earth-system data assimilation projects (Randles et al., 2017; Inness et al., 2019)."
AR6_WG1_6_17,6,30,"Models INDICate that the burden of fine-mode NO – has increased by a factor of two to five from 1850–2000 (Xu and Penner, 2012; Hauglustaine et al., 2014; Lund et al., 2018a), an increase that has"
AR6_WG1_6_18,6,35,"Regarding change since the pre-industrial era, at the time of the AR5, the ensemble mean of 17 global models participating in ACCMIP INDICated little change in tropospheric OH from 1850–2000. This was due to the competing and finally offsetting changes in factors enhancing or reducing OH with a consequent small decline in methane lifetime (Naik et al., 2013; Voulgarakis et al., 2013). However, there was large diversity in both the sign and magnitude of past OH changes across the individual models attributed to the disparate implementation of chemical and physical processes (Nicely et al., 2017; Wild et al., 2020). Analysis of historical simulations from three CMIP6 ESMs INDICates little change in global mean OH from 1850 to about 1980 (Stevenson et al., 2020). However, there is no observational evidence of changes in global OH since 1850 up to the early 1980s to evaluate the ESMs."
AR6_WG1_6_19,6,40,"(b) Zonal mean change in surface air temperature due to aerosols The Arctic region is warming considerably faster than the rest of the globe (Atlas 11.2.2) and, generally, studies INDICate that this amplification of the temperature response toward the Arctic has an important contribution from local and remote aerosol forcing (Stjern et al., 2017; Westervelt et al., 2018). Several studies INDICate that changes in long-range transport of sulphate and BC from northern mid-latitudes can potentially explain a significant fraction of Arctic warming since the 1980s (e.g., Navarro et al., 2016; Breider et al., 2017; Ren et al., 2020). Modelling studies show that changes in mid-latitude aerosols have influenced Arctic climate by changing the radiative balance through aerosol–radiation and aerosol–cloud interactions, and enhancing poleward heat transport (Navarro et al., 2016; Ren et al., 2020). Idealized aerosol-perturbation studies have shed further light on the sensitivity of Arctic temperature response to individual aerosol species. Studies show relatively large responses in the Arctic to BC perturbations and reveal the importance of remote BC forcing by rapid adjustments (Sand et al., 2013b; Stjern et al., 2017; L. Liu et al., 2018; Yang et al., 2019b). Perturbations in SO emissions over major emitting regions in the Northern Hemisphere have been shown to produce the largest Arctic temperature responses (Kasoar et al., 2018; Lewinschal et al., 2019)."
AR6_WG1_6_20,6,42,"Climate–sea-spray feedback: Sea-spray emissions from ocean surfaces influence climate directly or indirectly through the formation of CCN as discused in Section 6.2.1.2. They are sensitive to SST and sea ice extent, as well as to wind speed, and are therefore expected to feedback on climate (Struthers et al., 2013). However, there are large uncertainties in the strength of climate feedback from sea- spray aerosols because of the diversity in the model representation of emissions (many represent sea-salt emissions only) and their functional dependence on environmental factors noted above, in situ atmospheric chemical and physical processes affecting the sea-spray lifetime, and aerosol–cloud interactions (Struthers et al., 2013; Soares et al., 2016; Nazarenko et al., 2017). Additional work is needed to identify how sea‑spray and POA emissions respond to shifts in ocean biology and chemistry in response to warming, ocean acidification and changes in circulation patterns (Cochran et al., 2017), and affect CCN and INP formation (DeMott et al., 2016). AerChemMIP models, representing only the sea-salt emissions, agree that the sea‑salt‑climate feedback is negative, however there is a large range in the feedback parameter INDICating large uncertainties (Table 6.8). Climate–DMS feedback: Dimethyl sulphide (DMS) is produced by marine phytoplankton and is emitted to the atmosphere where it can lead to the subsequent formation of sulphate aerosol and CCN (Section 6.2.2.5). Changes in DMS emissions from ocean could feedback on climate through their response to changes in temperature, solar radiation, ocean mixed-layer depth, sea ice extent, wind speed, nutrient recycling or shifts in marine ecosystems due to ocean acidification and climate change, or atmospheric processing of DMS into CCN (Heinze et al., 2019). Models with varying degrees of representation of the relevant biogeochemical processes and"
AR6_WG1_6_21,6,51,"One of the most significant changes between AR5 and AR6 in terms of aviation SLCFs is the explicit calculation of a contrail cirrus ERF found to be 35% of the corresponding RF (Bickel et al., 2020), confirming the studies INDICating smaller efficacy of linear contrails (Ponater et al., 2005; Rap et al., 2010). The net-NO term is generally agreed to be a positive RF in the present day, although attribution in a non-linear chemical system is problematic (Grewe et al., 2019), but Skowron et al. (2021) point out that the sign of net NO term is dependent on background conditions and could be negative under certain future scenarios."
AR6_WG1_6_22,6,56,"Air-quality policies emerged several decades ago focusing on emissions mitigation, first driven by local- then by regional-scale air-quality and ecosystem-damage concerns, that is, health impacts, acidification and eutrophication. They have made it possible to reduce or limit pollution exposure in many megacities or highly populated regions, for example, in Los Angeles, Mexico City and Houston in North America (Parrish et al., 2011), Santiago in Chile (Gallardo et al., 2018), São Paulo in Brazil (Andrade et al., 2017), Europe (Reis et al., 2012; Crippa et al., 2016; Serrano et al., 2019), and over Eastern Asia during the last decade (Silver et al., 2018; Zheng et al., 2018b). However, very few studies have quantified the impact of these policies on climate. The AR5 concluded that air-quality control will have consequences on climate including strong regional variability, however, no estimates of impacts of specific air-quality policy were available. Since AR5, few studies have provided estimates of climate-relevant INDICATORs affected by significant air pollutant burden changes due to air-quality policy in selected regions. Turnock et al. (2016) estimated that the strong decrease in NO , SO and PM emissions in Europe, induced by air-quality policies resulting in implementation of abatement measures since the 1970s, have caused a surface warming of +0.45°C ± 0.11°C and increase of precipitation +13 ± 0.8 mm yr –1 over Europe, compared to the scenario without such policies. While the temperature increase is likely overestimated since the impact of the increase in ammonium nitrate was not considered in this study, the simulated European all-sky TOA radiative effect of the European air pollutant mitigation over the period 1970–2009 is 2.5 times the change in global mean CO radiative forcing over the same period (Myhre et al., 2013). Other studies found that the recent measures to reduce pollution over China have induced a decrease of aerosols and increase of ozone over east China (K. Li et al., 2019, 2020), resulting in an overall warming effect mainly due to the dominant effect of sulphate reductions in the period 2012–2017 (Dang and Liao, 2019)."
AR6_WG1_6_23,6,60,"Several studies have examined the effect of COVID-19 containment statistical/modelling analysis are required to discriminate the effects 2020; L. Li et al., 2020; Wang et al., 2020; Zhao et al., 2020b). stringency INDEX, the median observed change in NO decreased from whereas the median change in ozone increased from 0% to 4% (Gkatzelis NO emissions that titrate ozone in specific highly polluted areas, cities (Le et al., 2020; Sicard et al., 2020; Huang et al., 2021)."
AR6_WG1_6_24,6,62,"Model simulations of the response to COVID-19 emissions reductions (GSAT) due to a decrease in sulphate aerosols (Forster et al., 2020; (Forster et al., 2020; Weber et al., 2020), black carbon decrease (Weber studies report little SO change, at least locally near the surface (Shi changes (Gkatzelis et al., 2021). One study suggests a small net warming cooling (Weber et al., 2020). Simulated GSAT and rainfall changes (Samset et al., 2020; Fyfe et al., 2021). Multi-model ESM simulations (Forster et al., 2020) INDICate a model mean reduction in regional Box 6.1)."
AR6_WG1_6_25,6,62,"The trajectory of future SLCF emissions is driven by the evolution of socio-economic drivers described in Section 1.6.1.1 but dedicated, SSP-specific, air pollution policy storylines can change the regional and global trends (Rao et al., 2017). Additionally, assumptions about urbanization (Jiang and O’Neill, 2017) will affect the spatial distribution of emissions and consequently air quality. INDICate a small warming of global surface air temperature Fyfe et al., 2021), balanced by cooling due to an ozone decrease et al., 2020) and CO decrease. It is noted that observational et al., 2021), and do not correlate with emissions inventory-based while another using idealized simulations suggests a small are unlikely to be detectable in observations (high confidence) based on a realistic COVID-19 containment forcing scenario AOD but no discernible response in GSAT (Figure 1, Cross-Chapter Growing urbanization worldwide has strongly modified the spatial distribution and intensity of SLCF emissions. The effect and extent of urbanization on air pollution and other emissions species are captured within Integrated Assessment Models (IAMs) at varying levels of complexity. In most cases, models use a combination of proxies and assumptions of end-use efficiency and technological improvement assumptions to estimate emissions arising from rural- to-urban migration and population growth within cities, utilizing quantifications of urbanization for the SSPs (Jiang and O’Neill, 2017). In addition, spatial patterns of future rural and urban population growth, migration, and decline have been quantified for the SSPs using a gravity model (Jiang and O’Neill, 2017). However, linking these spatial patterns with IAM regional emissions pathways is still an ongoing area of study and has not yet been represented in spatial emissions estimates provided by IAMs (Riahi et al., 2017; Gidden et al., 2019; Feng et al., 2020). As described in Feng et al. (2020), spatial emissions estimates derived for CMIP6 are largely a product of existing spatial patterns of population, but do not vary dynamically in future patterns. To the extent urbanization is accounted for in gridded emissions, IAM native region resolution (varying, for example, from 11 world regions to more than 30, depending on the model) provides urbanization-based dynamics. Despite the interest of studying the effect of well-planned, densely populated urban centres, which can help to maximize the benefits of agglomeration, by providing proximity to infrastructure and services, the opportunity for energy saving, and providing a frame for air-quality control, IAM realizations of SSPs are not sufficient to assess this effect. The opportunities and risks associated with this rapid urbanization for SLCF emissions and air quality are analysed in the Chapter 6 of the WGII report and Chapter 8 of the WGIII report."
AR6_WG1_6_26,6,63,"estimates for the post-2000 period (Hoesly et al., 2018) and those used in RCPs (Figure 6.18). Since several SLCFs are also air pollutants, the narrow range of the RCP emissions trajectories in the future allowed for only limited analysis of near-future air quality (Amann et al., 2013; Chuwah et al., 2013; von Schneidemesser et al., 2015). However, the range of storylines in the SSPs lead to a wider range of assumed pollution-control policies in the SSPs (Rao et al., 2017; Riahi et al., 2017). In SSP1 and SSP5, strong air-quality policies are assumed to minimize the adverse effects of pollution on population and ecosystems. In SSP2, a medium pollution control, with lower than current policy targets, is considered. Only weak, regionally varied, air pollution policies are applied in the SSP3 and SSP4. Additional climate policies introduced to reach defined radiative forcing targets will also affect SLCF emissions. The SSP SLCF-emissions trajectories (Rao et al., 2017; Gidden et al., 2019) assume a long-term coupling of economic growth and specific emissions INDICATORs, such as sectoral emission densities. The pace of change varies across regions and SSPs resulting in a wider range of future air pollutants evolution (Figure 6.18), reflecting the differences in assumed levels of air pollution controls across regions (Figure 6.19). At the end of the century, the range across the SSPs is about four times that of RCPs for SO and NO , two to four times for BC and NMVOCs, and up to three times for CO and OC, while INDICating a slightly smaller range than RCPs for methane (Figure 6.18). The originally developed SSP scenarios (Rao et al., 2017) have been harmonized with the CMIP6 historical emissions (Hoesly et al., 2018) and include updated SO emissions to account for the recent decline in China (Gidden et al., 2019)."
AR6_WG1_6_27,6,65,"An additional scenario, based on the SSP3-7.0, has been designed specifically to assess the effect of a strong SLCF emissions abatement and is called SSP3-7.0-lowNTCF in the literature (Collins et al., 2017; Gidden et al., 2019). It has been applied in the modelling studies (e.g., AerChemMIP) with or without consideration of additional methane reduction and we refer here to these scenarios, respectively, as SSP3-7.0-lowSLCF-lowCH or SSP3-7.0-lowSLCF-highCH . In these scenarios, aerosols, their precursors, and non-methane tropospheric ozone precursors are mitigated by applying the same emissions factors as in SSP1-1.9. For global methane emissions, the range is similar for SSPs and RCPs over the entire century (Figure 6.18), with highest projections in SSP3-7.0 (slightly below RCP8.5) estimating doubling of the current emissions and a reduction of about 75% by 2100 in scenarios consistent with 1.5°C to 2°C targets; similar to RCP2.6. At the regional level, the evolution of methane emissions in climate change mitigation scenarios is comparable to RCPs but there are significant differences for some regions with respect to high CO emissions scenarios. In particular, projections for Eastern Asia differ significantly, the highest SSP3-7.0 is about half of the highest RCP by 2100 (Figure 6.19), which is due to much lower projections of coal use in China driven largely by efforts during the last decade to combat poor air quality. At the same time, the SSP scenarios without climate change mitigation project faster growth in methane emissions in Africa, the Middle East and Latin America (Figure 6.19) driven by developments in agriculture, the oil and gas sectors, and, especially in Africa, waste management. There are significant differences in the assessment and feasibility of rapid methane mitigation. Höglund-Isaksson et al. (2020) review most recent studies and assess feasibility of rapid widespread mitigation, concluding that significant (over 50%) reductions are attainable but the feasibility of such reductions could be constrained in the short term due to locked capital. This might have implications for near-term evolution assumed in, for example, SSP1-1.9 or SSP3-lowSLCF-lowCH , where emissions drop very quickly due to fast decarbonization and reductions in agriculture. Such high reduction potential in agriculture has been also assumed in other studies (Lucas et al., 2007; Harmsen et al., 2020a) but is questioned by Höglund-Isaksson et al. (2020) who INDICate that widespread implementation (within decades) of policies bringing about institutional and behavioural changes would be important for transition towards very low methane emissions from livestock production."
AR6_WG1_6_28,6,73,"To assess the effect of dedicated air-quality versus climate policy on air quality, PM and ozone INDICATORs were estimated for three SSP3 scenarios by applying a widely used approach for the analysis of air-quality implications for given emissions scenarios (Rao et al., 2017; Van Dingenen et al., 2018; Vandyck et al., 2018) and whose sensitivity of surface concentrations to emissions changes is comparable to that in the ESM ensemble (Supplementary Material 6.SM.5). The assessment shows that both strong air pollution control and strong climate change mitigation, implemented independently, lead to a large reduction of exposure to PM and ozone by the end of the century (high confidence) (Figures 6.25 and 6.26). However, implementation of air pollution control, relying on the deployment of existing technologies, leads to benefits more rapidly than climate change mitigation (high confidence), which requires systemic changes and is thus implemented later in this scenario. Notably, under the underlying SSP3 context, significant parts of the population remain exposed to air quality exceeding the WHO guidelines for PM over the whole century (high confidence), in particular in Africa, Eastern and Southern Asia and the Middle East, and for ozone only a small improvement in population exposure is expected in Africa and Asia."
AR6_WG1_7_1,7,7,"Throughout this chapter, global surface air temperature (GSAT) is used to quantify surface temperature change (Cross-Chapter Box 2.3 and Section 4.3.4). The total energy accumulation in the Earth system represents a metric of global change that is complementary to GSAT but shows considerably less variability on interannual-to-decadal time scales (Section 7.2.2). Research and new observations since AR5 have improved scientific confidence in the quantification of changes in the global energy inventory and corresponding estimates of Earth’s energy imbalance (Section 7.2). Improved understanding of adjustments to radiative forcing and of aerosol–cloud interactions have led to revisions of forcing estimates (Section 7.3). New approaches to the quantification and treatment of feedbacks (Section 7.4) have improved the understanding of their nature and time-evolution, leading to a better understanding of how these feedbacks relate to equilibrium climate sensitivity (ECS). This has helped to reconcile disparate estimates of ECS from different lines of evidence (Section 7.5). Innovations in the use of emissions metrics have clarified the relationships between metric choice and temperature policy goals (Section 7.6), linking this chapter to WGIII which provides further information on metrics, their use, and policy goals beyond temperature. Very likely (5–95%) ranges are presented unless otherwise INDICated. In particular, the addition of ‘(one standard deviation)’ INDICates that the range represents one standard deviation. Chapter 7: Quick guide"
AR6_WG1_7_2,7,9,"Given that TCR and ECS are metrics of GSAT response to a theoretical doubling of atmospheric CO (Box 7.1), they do not directly correspond to the warming that would occur under realistic forcing scenarios that include time-varying CO concentrations and non-CO forcing agents (such as aerosols and land-use changes). It has been argued that TCR, as a metric of transient warming, is more policy-relevant than ECS (Frame et al., 2006; Schwartz, 2018). However, as detailed in Chapter 4, both established and recent results (Forster et al., 2013; Gregory et al., 2015; Marotzke and Forster, 2015; Grose et al., 2018; Marotzke, 2019) INDICate that TCR and ECS help explain variation across climate models both over the historical period and across a range of concentration-driven future scenarios. In emission-driven scenarios the carbon cycle response is also important (Smith et al., 2019). The proportion of variation explained by ECS and TCR varies with scenario and the time period considered, but both past and future surface warming depend on these metrics (Section 7.5.7)."
AR6_WG1_7_3,7,13,"The AR5 (Church et al., 2013; Hartmann et al., 2013; Myhre et al., 2013b) highlighted the progress that had been made in quantifying the TOA radiation budget following new satellite observations that became available in the early 21st century (Clouds and the Earth’s Radiant Energy System, CERES; Solar Radiation and Climate Experiment, SORCE). Progress in the quantification of changes in incoming solar radiation at the TOA is discussed in Chapter 2 (Section 2.2). Since AR5, the CERES Energy Balance EBAF Ed4.0 product was released, which includes algorithm improvements and consistent input datasets throughout the record (Loeb et al., 2018b). However, the overall precision of these fluxes (uncertainty in global mean TOA flux of 1.7% (1.7 W m –2 ) for reflected solar and 1.3% (3.0 W m –2 ) for outgoing thermal radiation at the 90% confidence level) is not sufficient to quantify the Earth’s energy imbalance in absolute terms. Therefore, the CERES EBAF reflected solar and emitted thermal TOA fluxes were adjusted, within the estimated uncertainties, to ensure that the net TOA flux for July 2005 to June 2015 was consistent with the estimated Earth’s energy imbalance for the same period based on ocean heat content (OHC) measurements and energy uptake estimates for the land, cryosphere and atmosphere (Section 7.2.2.2; Johnson et al., 2016; Riser et al., 2016). ESMs typically show good agreement with global mean TOA fluxes from CERES-EBAF. However, as some ESMs are known to calibrate their TOA fluxes to CERES or similar data (Hourdin et al., 2017), this is not necessarily an INDICation of model accuracy, especially as ESMs show significant discrepancies on regional scales, often related to their representation of clouds (Trenberth and Fasullo, 2010; Donohoe and Battisti, 2012; Hwang and Frierson, 2013; J.-L.F. Li et al., 2013; Dolinar et al., 2015; Wild et al., 2015)."
AR6_WG1_7_4,7,15,"In summary, variations in the energy exchange between Earth and space can be accurately tracked since the advent of improved observations since the year 2000 (high confidence), while reconstructions INDICate that the Earth’s energy imbalance was larger in the 2000s than in the 1985–1999 period (high confidence)."
AR6_WG1_7_5,7,16,"Since AR5, additional evidence for dimming and/or subsequent brightening up to several percent per decade, based on direct surface observations, has been documented in previously less-studied areas of the globe, such as Iran, Bahrain, Tenerife, Hawaii, the Taklaman Desert and the Tibetan Plateau (Elagib and Alvi, 2013; You et al., 2013; Garcia et al., 2014; Longman et al., 2014; Rahimzadeh et al., 2015). Strong decadal trends in surface solar radiation remain evident after careful data quality assessment and homogenization of long-term records (Sanchez-Lorenzo et al., 2013, 2015; Manara et al., 2015, 2016; Wang et al., 2015; Z. Li et al., 2016; Wang and Wild, 2016; Y. He et al., 2018; Yang et al., 2018). Since AR5, new studies on the potential effects of urbanization on solar radiation trends INDICate that these effects are generally small, with the exception of some specific sites in Russia and China (Wang et al., 2014; Imamovic et al., 2016; Tanaka et al., 2016). Also, surface-based solar radiation observations have been shown to be representative over large spatial domains of up to several degrees latitude/longitude on monthly and longer time scales (Hakuba et al., 2014; Schwarz et al., 2018). Thus, there is high confidence that the observed dimming between the 1950s and 1980s and the subsequent brightening are robust and do not arise from measurement artefacts or localized phenomena."
AR6_WG1_7_6,7,16,"As noted in AR5 (Hartmann et al., 2013) and supported by recent studies, the trends in surface solar radiation are less spatially coherent since the beginning of the 21st century, with evidence for continued brightening in parts of Europe and the USA, some stabilization in China and India, and dimming in other areas (Augustine and Dutton, 2013; Sanchez- Lorenzo et al., 2015; Manara et al., 2016; Soni et al., 2016; Wang and Wild, 2016; Jahani et al., 2018; Pfeifroth et al., 2018; Yang et al., 2018; Schwarz et al., 2020). The CERES-EBAF satellite-derived dataset of surface solar radiation (Kato et al., 2018) does not INDICate a globally significant trend over the short period 2001–2012 (Zhang et al., 2015), whereas a statistically significant increase in surface solar radiation of +3.4 W m −2 per decade over the period 1996–2010 has been found in the Satellite Application Facility on Climate Monitoring (CM SAF) record of the geostationary satellite Meteosat, which views Europe, Africa and adjacent ocean (Posselt et al., 2014)."
AR6_WG1_7_7,7,17,"Turbulent fluxes of latent and sensible heat are also an important part of the surface energy budget (Figure 7.2). Large uncertainties in measurements of surface turbulent fluxes continue to prevent the determination of their decadal changes. Nevertheless, over the ocean, reanalysis-based estimates of linear trends from 1948–2008 INDICate high spatial variability and seasonality. Increases in magnitudes of 4 to 7 W m –2 per decade for latent heat and 2 to 3 W m –2 per decade for sensible heat in the western boundary current regions are mostly balanced by decreasing trends in other regions (Gulev and Belyaev, 2012). Over land, the terrestrial latent heat flux is estimated to have increased in magnitude by 0.09 W m –2 per decade from 1989–1997, and subsequently decreased by 0.13 W m –2 per decade from 1998–2005 due to soil-moisture limitation mainly in the Southern Hemisphere (derived from Mueller et al., 2013). These trends are small in comparison to the uncertainty associated with satellite-derived and in situ observations, as well as from land-surface models forced by observations and atmospheric reanalyses. Ongoing advances in remote sensing of evapotranspiration from space (Mallick et al., 2016; Fisher et al., 2017; McCabe et al., 2017a, b), as well as terrestrial water storage (Rodell et al., 2018) may contribute to future constraints on changes in latent heat flux."
AR6_WG1_7_8,7,29,"In AR5 the statistical relationship between cloud microphysical properties and aerosol INDEX (AI; AOD multiplied by Ångström exponent) was used to make inferences about IRFaci were assessed alongside other studies which related cloud quantities to AOD. However, it is now well-documented that the latter approach leads to low estimates of IRFaci since AOD is a poor proxy for cloud-base CCN (Penner et al., 2011; Stier, 2016). Gryspeerdt et al. (2017) demonstrated that the statistical relationship between droplet concentration and AOD leads to an inferred IRFaci that is underestimated by at least 30%, while the use of AI leads to estimates of IRFaci to within ±20%, if the anthropogenic perturbation of AI is known."
AR6_WG1_7_9,7,44,"Overall, there is high confidence that emulated historical and future with the assessment of key physical-climate INDICATORs in this Report: the assessed ranges of GSAT and multiple physical climate INDICATORs, GSAT change over 1850–1900 to 1995–2014 to within 5% and the and FaIRv1.6.2 match at least two-thirds of the Chapter 4 assessed ranges of GSAT change can be calibrated to be internally consistent greenhouse gas ERFs, ECS and TCR. When calibrated to match physically based emulators can reproduce the best estimate of very likely range of this GSAT change to within 10%. MAGICC7 projected GSAT changes to within these levels of precision."
AR6_WG1_7_10,7,52,"Arctic cloud feedback Clouds in polar regions, especially over the Arctic, form at low altitude above or within a stable to neutral boundary layer and are known to co-vary with sea ice variability beneath. Because the clouds reflect sunlight during summer but trap LW radiation throughout the year, seasonality plays an important role in cloud effects on Arctic climate (Kay et al., 2016b). AR5 assessed that Arctic low-cloud amount will increase in boreal autumn and winter in response to declining sea ice in a warming climate, due primarily to an enhanced upward moisture flux over open water. The cloudier conditions during these seasons result in more downwelling LW radiation, acting as a positive feedback on surface warming (Kay and Gettelman, 2009). Over recent years, further evidence of the cloud contribution to the Arctic amplification has been obtained (Section 7.4.4.1; Goosse et al., 2018). Space-borne lidar (light detection and ranging) observations show that the cloud response to summer sea ice loss is small and cannot overcome the cloud effect in autumn (Taylor et al., 2015; Morrison et al., 2019). The seasonality of the cloud response to sea ice variability is reproduced in GCM simulations (Laîné et al., 2016; Yoshimori et al., 2017). The agreement between observations and models INDICates that the Arctic cloud feedback is positive at the surface. This leads to an Arctic cloud feedback at TOA that is likely positive, but very small in magnitude, as found in some climate models (Pithan and Mauritsen, 2014; Morrison et al., 2019). The observational estimates are sensitive to the analysis period and the choice of reanalysis data, and a recent estimate of the TOA cloud feedback over 60°N–90°N using atmospheric reanalysis data and CERES satellite observations suggests a regional value ranging from –0.3 to +0.5 W m –2 °C –1 , which corresponds to a global contribution of –0.02 to +0.03 W m –2 °C –1 (R. Zhang et al., 2018). Based on the overall agreement between ESMs and observations, the Arctic cloud feedback is assessed to be small positive and has the value of 0.01 ± 0.05 W m –2 °C –1 (one standard deviation). The assessed range INDICates that a negative feedback is almost as probable as a positive feedback, and the assessment that the Arctic cloud feedback is positive is therefore given low confidence."
AR6_WG1_7_11,7,54,"7.4.2.5.2 Biogeophysical feedbacks Biogeophysical feedbacks are associated with changes in the spatial distribution and/or biophysical properties of vegetation, induced by surface temperature change and attendant hydrological cycle change. These vegetation changes can alter radiative fluxes directly via albedo changes, or via surface momentum or moisture flux changes and hence changes in cloud properties. However, the direct physiological response of vegetation to changes in CO , including changes in stomatal conductance, is considered part of the CO effective radiative forcing rather than a feedback (Section 7.3.2.1). The time scale on which vegetation responds to climate change is relatively uncertain but can be from decades to hundreds of years (Willeit et al., 2014), and could occur abruptly or as a tipping point (Sections 5.4.9.1.1, 8.6.2.1 and 8.6.2.2); equilibrium only occurs when the soil system and associated nutrient and carbon pools equilibrate, which can take millennia (Brantley, 2008; Sitch et al., 2008). The overall effects of climate-induced vegetation changes may be comparable in magnitude to those from anthropogenic land-use and land-cover change (Davies-Barnard et al., 2015). Climate models that include a dynamical representation of vegetation (e.g., Reick et al., 2013; Harper et al., 2018) are used to explore the importance of biogeophysical feedbacks (Notaro et al., 2007; Brovkin et al., 2009; O’ishi et al., 2009; Port et al., 2012; Willeit et al., 2014; Alo and Anagnostou, 2017; W. Zhang et al., 2018; Armstrong et al., 2019). In AR5, it was discussed that such model experiments predicted that expansion of vegetation in the high latitudes of the Northern Hemisphere would enhance warming due to the associated surface- albedo change, and that reduction of tropical forests in response to climate change would lead to regional surface warming, due to reduced evapotranspiration (M. Collins et al., 2013), but there was no assessment of the associated feedback parameter. The SRCCL stated that regional climate change can be dampened or enhanced by changes in local land cover, but that this depends on the location and the season; however, in general the focus was on anthropogenic land- cover change, and no assessment of the biogeophysical feedback parameter was carried out. There are also INDICations of a marine biogeophysical feedback associated with surface-albedo change due to changes in phytoplankton (Frouin and Iacobellis, 2002; Park et al., 2015), but there is not currently enough evidence to quantitatively assess this feedback."
AR6_WG1_7_12,7,54,"Since AR5, several studies have confirmed that a shift from tundra to boreal forests and the associated albedo change leads to increased warming in Northern Hemisphere high latitudes (high confidence) (Willeit et al., 2014; W. Zhang et al., 2018; Armstrong et al., 2019). However, regional modelling INDICates that vegetation feedbacks may act to cool climate in the Mediterranean (Alo and Anagnostou, 2017), and in the tropics and subtropics the regional response is in general not consistent across models. On a global scale, several modelling studies have either carried out a feedback analysis (Stocker et al., 2013; Willeit et al., 2014) or presented simulations that allow a feedback parameter to be estimated (O’ishi et al., 2009; Armstrong et al., 2019), in such a way that the physiological response can be accounted for as a forcing rather than a feedback. The central estimates of the biogeophysical feedback parameter from these studies range from close to zero (Willeit et al., 2014) to +0.13 W m –2 °C –1 (Stocker et al., 2013). An additional line of evidence comes from the mid-Pliocene warm period (MPWP, Chapter 2, Cross-Chapter Box 2.1), for which paleoclimate proxies provide evidence of vegetation distribution and CO concentrations. Model simulations that include various combinations of modern versus MPWP vegetation and CO allow an associated feedback parameter to be estimated, as long as account is also taken of the orographic forcing (Lunt et al., 2010, 2012b). This approach has the advantage over pure modelling studies in that the reconstructed vegetation is based on (paleoclimate) observations, and is in equilibrium with the CO forcing. However, there are uncertainties in the vegetation reconstruction in regions with little or no proxy data, and it is uncertain how much of the vegetation change is associated with the physiological response to CO . This paleoclimate approach gives an estimate for the biogeophysical feedback parameter of +0.3 W m –2 °C –1 ."
